Gen
BusNum,MW,Mvar,MvarMax,MvarMin,VoltSet,CustomFloat:0,Status,MWMax,MWMin,ID,AreaNumber,ZoneNumber,FuelTypeCode,UnitTypeCode,CustomString:0,CustomString:1,CustomString:2,CustomString:3
17,0.000000,0.000000,27.200001,-23.000000,1.020000,,Open,41.800001,29.800001,8,1,75,NG,GT,2511,2511-9,,
17,0.000000,0.000000,27.200001,-23.000000,1.020000,,Open,41.800001,30.000001,9,1,75,NG,GT,2511,2511-10,,
18,0.000000,0.000000,10.400000,-8.800000,1.020000,,Open,16.000000,10.000000,1,1,75,DFO,GT,7869,7869-GT1,,
18,0.000000,0.000000,34.500000,-29.200000,1.020000,,Open,52.999997,37.000000,2,1,75,NG,GT,7869,7869-GT4,,
18,0.000000,0.000000,34.500000,-29.200000,1.020000,,Open,52.999997,37.000000,3,1,75,NG,GT,7869,7869-GT5,,
18,0.000000,0.000000,35.800001,-30.300000,1.020000,,Open,55.000001,40.000001,4,1,75,KER,GT,2514,2514-GT2,,
18,0.000000,0.000000,35.800001,-30.300000,1.020000,,Open,55.000001,44.100001,5,1,75,NG,GT,2514,2514-GT3,,
19,0.000000,0.000000,10.400000,-8.800000,1.020000,,Open,16.000000,10.600000,1,1,75,DFO,GT,2516,2516-GT1,,
19,0.000000,0.000000,251.600003,-212.899995,1.020000,,Open,386.999989,40.000001,2,1,75,NG,ST,2516,2516-2,,
19,0.000000,0.000000,251.600003,-212.899995,1.020000,,Open,386.999989,30.000001,3,1,75,NG,ST,2516,2516-3,,
19,0.000000,0.000000,251.600003,-212.899995,1.020000,,Open,386.999989,40.000001,4,1,75,NG,ST,2516,2516-4,,
19,0.000000,0.000000,251.600003,-212.899995,1.020000,,Open,386.999989,40.000001,5,1,75,NG,ST,2516,2516-ST1,,
19,200.000000,-8.378208,9900.000000,-9900.000000,1.020000,,Closed,200.000000,0.000000,x,1,75,UN,UN,0,0,,
21,11.000000,0.000000,7.200000,-6.100000,1.020000,,Closed,11.000000,0.200000,1,1,69,WAT,HY,2551,2551-1,,
21,12.000000,0.000000,7.800000,-6.600000,1.020000,,Closed,12.000000,0.200000,2,1,69,WAT,HY,2551,2551-2,,
21,13.000000,0.000000,8.500000,-7.200000,1.020000,,Closed,13.000000,0.200000,3,1,69,WAT,HY,2551,2551-3,,
24,9.000000,5.518369,5.900000,-5.000000,1.020000,,Closed,9.000000,3.000000,1,1,67,WAT,HY,2545,2545-1,,
24,9.000000,5.518369,5.900000,-5.000000,1.020000,,Closed,9.000000,3.000000,2,1,67,WAT,HY,2545,2545-2,,
24,9.000000,5.518369,5.900000,-5.000000,1.020000,,Closed,9.000000,3.000000,3,1,67,WAT,HY,2545,2545-3,,
24,9.000000,5.518369,5.900000,-5.000000,1.020000,,Closed,9.000000,3.000000,4,1,67,WAT,HY,2545,2545-4,,
26,594.999981,144.156611,446.250010,-416.499996,1.020000,,Closed,594.999981,320.000005,C1,1,74,NG,CC,55375,55375_CC1,,
26,650.000000,144.156611,487.500000,-455.000019,1.020000,,Closed,650.000000,320.000005,C2,1,74,NG,CC,57664,57664_CC1,,
27,122.599995,76.761782,91.949999,-85.820001,1.020000,,Closed,122.599995,41.999999,C1,1,67,NG,CC,50978,50978_CC1,,
28,0.000000,0.000000,47.170001,-44.029999,1.020000,,Open,62.900001,34.999999,C1,1,69,NG,CC,10620,10620_CC1,,
29,0.000000,0.000000,72.799999,-61.600000,1.020000,,Open,112.000000,31.999999,1,1,67,NG,ST,2527,2527-4,,
30,4.100000,2.700000,2.700000,-2.300000,1.020000,,Closed,4.100000,0.000000,1,1,67,WND,WT,57867,57867-2,,
30,55.400002,20.170990,36.000001,-30.500001,1.020000,,Closed,55.400002,0.000000,2,1,67,WND,WT,57867,57867-1,,
31,1.000000,-0.572241,0.700000,-0.600000,1.020000,,Closed,1.000000,0.200000,1,1,70,WAT,HY,54580,54580-C4,,
31,1.000000,-0.572241,0.700000,-0.600000,1.020000,,Closed,1.000000,0.200000,2,1,70,WAT,HY,54580,54580-C5,,
31,2.600000,-0.572241,1.700000,-1.400000,1.020000,,Closed,2.600000,0.900000,3,1,70,WAT,HY,54580,54580-C1,,
31,2.600000,-0.572241,1.700000,-1.400000,1.020000,,Closed,2.600000,0.900000,4,1,70,WAT,HY,54580,54580-C2,,
31,2.600000,-0.572241,1.700000,-1.400000,1.020000,,Closed,2.600000,2.300000,5,1,70,WAT,HY,54580,54580-C3,,
31,24.600001,-0.572241,16.000000,-13.500001,1.020000,,Closed,24.600001,6.000000,6,1,70,WAT,HY,54580,54580-P1,,
31,24.600001,-0.572241,16.000000,-13.500001,1.020000,,Closed,24.600001,6.000000,7,1,70,WAT,HY,54580,54580-P2,,
